"Algorithm","Run","user.self","sys.self","elapsed","user.child","sys.child"
"stray",1,0.0190000000000055,0.00799999999999557,0.0270000000000437,0,0
"stray",2,0.0199999999999818,0.00600000000000023,0.0250000000000909,0,0
"stray",3,0.0170000000000528,0.00800000000000267,0.0250000000000909,0,0
"stray",4,0.0219999999999345,0.00500000000000256,0.0270000000000437,0,0
"stray",5,0.0209999999999582,0.00499999999999545,0.0260000000000673,0,0
"stray",6,0.0200000000002092,0.00600000000000023,0.0260000000000673,0,0
"stray",7,0.0240000000001146,0.00499999999999545,0.02800000000002,0,0
"stray",8,0.0190000000000055,0.00600000000000023,0.0259999999998399,0,0
"stray",9,0.0219999999999345,0.00499999999999545,0.02800000000002,0,0
"stray",10,0.0210000000001855,0.00500000000000256,0.0260000000000673,0,0
"stray",11,0.0219999999999345,0.00999999999999801,0.0319999999999254,0,0
"stray",12,0.0249999999998636,0.00300000000000011,0.02800000000002,0,0
"stray",13,0.0250000000000909,0.00499999999999545,0.0299999999999727,0,0
"stray",14,0.0250000000000909,0.0069999999999979,0.0319999999999254,0,0
"stray",15,0.0170000000000528,0.00799999999999557,0.0250000000000909,0,0
"stray",16,0.0249999999998636,0.00500000000000256,0.0299999999999727,0,0
"stray",17,0.0179999999998017,0.00800000000000267,0.0260000000000673,0,0
"stray",18,0.0180000000000291,0.007000000000005,0.0249999999998636,0,0
"stray",19,0.0170000000000528,0.00600000000000023,0.0219999999999345,0,0
"stray",20,0.0180000000000291,0.0120000000000005,0.0289999999999964,0,0
"stray",21,0.0180000000000291,0.0069999999999979,0.0250000000000909,0,0
"stray",22,0.0209999999999582,0.00600000000000023,0.0270000000000437,0,0
"stray",23,0.0170000000000528,0.00799999999999557,0.0250000000000909,0,0
"stray",24,0.0190000000000055,0.007000000000005,0.0249999999998636,0,0
"stray",25,0.0190000000000055,0.00799999999999557,0.0269999999998163,0,0
"stray",26,0.0190000000000055,0.00800000000000267,0.0260000000000673,0,0
"stray",27,0.0220000000001619,0.00600000000000023,0.02800000000002,0,0
"stray",28,0.0180000000000291,0.00800000000000267,0.0260000000000673,0,0
"stray",29,0.0170000000000528,0.00800000000000267,0.0259999999998399,0,0
"stray",30,0.0230000000001382,0.007000000000005,0.0299999999999727,0,0
"stray",31,0.0219999999999345,0.0120000000000005,0.0339999999998781,0,0
"stray",32,0.0180000000000291,0.0069999999999979,0.0260000000000673,0,0
"stray",33,0.0219999999999345,0.00400000000000489,0.0250000000000909,0,0
"stray",34,0.0190000000000055,0.00600000000000023,0.0260000000000673,0,0
"stray",35,0.0190000000000055,0.00600000000000023,0.0260000000000673,0,0
"stray",36,0.0250000000000909,0.007000000000005,0.0310000000001764,0,0
"stray",37,0.0200000000002092,0.00600000000000023,0.0260000000000673,0,0
"stray",38,0.0180000000000291,0.007000000000005,0.0250000000000909,0,0
"stray",39,0.0199999999999818,0.00999999999999801,0.02800000000002,0,0
"stray",40,0.0190000000000055,0.00499999999999545,0.0240000000001146,0,0
"stray",41,0.0199999999999818,0.00499999999999545,0.0259999999998399,0,0
"stray",42,0.0139999999998963,0.00600000000000023,0.0209999999999582,0,0
"stray",43,0.0139999999998963,0.00900000000000034,0.0229999999999109,0,0
"stray",44,0.0170000000000528,0.0069999999999979,0.0240000000001146,0,0
"stray",45,0.0250000000000909,0.00900000000000034,0.0339999999998781,0,0
"stray",46,0.0170000000000528,0.00800000000000267,0.0239999999998872,0,0
"stray",47,0.0199999999999818,0.00600000000000023,0.0260000000000673,0,0
"stray",48,0.0140000000001237,0.00800000000000267,0.0219999999999345,0,0
"stray",49,0.0190000000000055,0.00399999999999778,0.0209999999999582,0,0
"stray",50,0.0209999999999582,0.00300000000000011,0.0239999999998872,0,0
"stray",51,0.0190000000000055,0.00800000000000267,0.0269999999998163,0,0
"stray",52,0.0180000000000291,0.00499999999999545,0.0229999999999109,0,0
"stray",53,0.0199999999999818,0.00399999999999778,0.0240000000001146,0,0
"stray",54,0.0170000000000528,0.00900000000000034,0.0270000000000437,0,0
"stray",55,0.0170000000000528,0.00799999999999557,0.0240000000001146,0,0
"stray",56,0.0190000000000055,0.00900000000000034,0.02800000000002,0,0
"stray",57,0.0209999999999582,0.00500000000000256,0.0250000000000909,0,0
"stray",58,0.0240000000001146,0.00300000000000011,0.0270000000000437,0,0
"stray",59,0.0199999999999818,0.00400000000000489,0.0249999999998636,0,0
"stray",60,0.0150000000001,0.00799999999999557,0.0240000000001146,0,0
"stray",61,0.0270000000000437,0.0110000000000028,0.0389999999999873,0,0
"stray",62,0.0179999999998017,0.00500000000000256,0.0230000000001382,0,0
"stray",63,0.0210000000001855,0.00799999999999557,0.02800000000002,0,0
"stray",64,0.0190000000000055,0.00499999999999545,0.0239999999998872,0,0
"stray",65,0.0199999999999818,0.00300000000000011,0.0229999999999109,0,0
"stray",66,0.0180000000000291,0.00799999999999557,0.0260000000000673,0,0
"stray",67,0.0209999999999582,0.00600000000000023,0.0309999999999491,0,0
"stray",68,0.0169999999998254,0.00600000000000023,0.0229999999999109,0,0
"stray",69,0.0180000000000291,0.00600000000000023,0.0240000000001146,0,0
"stray",70,0.0240000000001146,0.00500000000000256,0.0289999999999964,0,0
"stray",71,0.0249999999998636,0.00600000000000023,0.0309999999999491,0,0
"stray",72,0.0219999999999345,0.00199999999999534,0.0239999999998872,0,0
"stray",73,0.015999999999849,0.00599999999999312,0.0219999999999345,0,0
"stray",74,0.0180000000000291,0.0069999999999979,0.0239999999998872,0,0
"stray",75,0.0229999999999109,0.00500000000000256,0.02800000000002,0,0
"stray",76,0.0199999999999818,0.00499999999999545,0.0239999999998872,0,0
"stray",77,0.0219999999999345,0.007000000000005,0.02800000000002,0,0
"stray",78,0.0219999999999345,0.00300000000000011,0.0240000000001146,0,0
"stray",79,0.0180000000000291,0.00500000000000256,0.0219999999999345,0,0
"stray",80,0.0209999999999582,0.00200000000000244,0.0229999999999109,0,0
"stray",81,0.0250000000000909,0.0069999999999979,0.0319999999999254,0,0
"stray",82,0.0230000000001382,0.00399999999999778,0.0270000000000437,0,0
"stray",83,0.0170000000000528,0.007000000000005,0.0240000000001146,0,0
"stray",84,0.0210000000001855,0.00199999999999534,0.0229999999999109,0,0
"stray",85,0.0169999999998254,0.0069999999999979,0.0229999999999109,0,0
"stray",86,0.0190000000000055,0.00800000000000267,0.0260000000000673,0,0
"stray",87,0.0209999999999582,0.007000000000005,0.02800000000002,0,0
"stray",88,0.0170000000000528,0.00800000000000267,0.0250000000000909,0,0
"stray",89,0.0240000000001146,0.00800000000000267,0.0309999999999491,0,0
"stray",90,0.0199999999999818,0.00600000000000023,0.0250000000000909,0,0
"stray",91,0.02800000000002,0.00200000000000244,0.0299999999999727,0,0
"stray",92,0.0180000000000291,0.0069999999999979,0.0250000000000909,0,0
"stray",93,0.0199999999999818,0.0069999999999979,0.0270000000000437,0,0
"stray",94,0.0170000000000528,0.00500000000000256,0.0220000000001619,0,0
"stray",95,0.0180000000000291,0.007000000000005,0.0250000000000909,0,0
"stray",96,0.0150000000001,0.00999999999999801,0.0250000000000909,0,0
"stray",97,0.0230000000001382,0.00900000000000034,0.0309999999999491,0,0
"stray",98,0.0170000000000528,0.00799999999999557,0.0249999999998636,0,0
"stray",99,0.0219999999999345,0.00999999999999801,0.0310000000001764,0,0
"stray",100,0.0170000000000528,0.0069999999999979,0.0249999999998636,0,0
"lookout_new",1,0.0710000000001401,0.00400000000000489,0.0760000000000218,0,0
"lookout_new",2,0.071999999999889,0.00399999999999778,0.0779999999999745,0,0
"lookout_new",3,0.0740000000000691,0.00200000000000244,0.0779999999999745,0,0
"lookout_new",4,0.071999999999889,0.00399999999999778,0.0789999999999509,0,0
